Product,GWInstek,GDM9061,GEW921489,1.12,1.14
FileName,DMM DataLog-DMM DataLog-PIN1.csv_0.csv
Function(1ST),DC Voltage,100/s
Function(2ND),OFF,NONE
LogUnit,Auto
MathFunction,Off
Interval,00:00:00.032
Software,V1.06,20200921,Win 10 64bit 
==========
Index,Time,1ST Value,Unit1,2ND Value,Unit2
312,2023/05/04 00:38:55.0,+03.00330,VDC,--------,---
313,2023/05/04 00:38:55.0,+03.00329,VDC,--------,---
314,2023/05/04 00:38:55.1,+03.00327,VDC,--------,---
315,2023/05/04 00:38:55.1,+03.00328,VDC,--------,---
316,2023/05/04 00:38:55.1,+03.00328,VDC,--------,---
317,2023/05/04 00:38:55.2,+03.00327,VDC,--------,---
318,2023/05/04 00:38:55.2,+03.00328,VDC,--------,---
319,2023/05/04 00:38:55.2,+03.00329,VDC,--------,---
320,2023/05/04 00:38:55.3,+03.00328,VDC,--------,---
321,2023/05/04 00:38:55.3,+03.00327,VDC,--------,---
322,2023/05/04 00:38:55.3,+03.00326,VDC,--------,---
323,2023/05/04 00:38:55.4,+03.00325,VDC,--------,---
324,2023/05/04 00:38:55.4,+03.00327,VDC,--------,---
325,2023/05/04 00:38:55.4,+03.00328,VDC,--------,---
326,2023/05/04 00:38:55.5,+03.00330,VDC,--------,---
327,2023/05/04 00:38:55.5,+03.00330,VDC,--------,---
328,2023/05/04 00:38:55.5,+03.00331,VDC,--------,---
329,2023/05/04 00:38:55.6,+03.00327,VDC,--------,---
330,2023/05/04 00:38:55.6,+03.00326,VDC,--------,---
331,2023/05/04 00:38:55.6,+03.00326,VDC,--------,---
332,2023/05/04 00:38:55.7,+03.00326,VDC,--------,---
333,2023/05/04 00:38:55.7,+03.00327,VDC,--------,---
334,2023/05/04 00:38:55.7,+03.00328,VDC,--------,---
335,2023/05/04 00:38:55.7,+03.00328,VDC,--------,---
336,2023/05/04 00:38:55.8,+03.00329,VDC,--------,---
337,2023/05/04 00:38:55.8,+03.00330,VDC,--------,---
338,2023/05/04 00:38:55.8,+03.00330,VDC,--------,---
339,2023/05/04 00:38:55.9,+03.00333,VDC,--------,---
340,2023/05/04 00:38:55.9,+03.00335,VDC,--------,---
341,2023/05/04 00:38:55.9,+03.00336,VDC,--------,---
342,2023/05/04 00:38:56.0,+03.00338,VDC,--------,---
343,2023/05/04 00:38:56.0,+03.00338,VDC,--------,---
344,2023/05/04 00:38:56.0,+03.00337,VDC,--------,---
345,2023/05/04 00:38:56.1,+03.00337,VDC,--------,---
346,2023/05/04 00:38:56.1,+03.00337,VDC,--------,---
347,2023/05/04 00:38:56.1,+03.00337,VDC,--------,---
348,2023/05/04 00:38:56.2,+03.00338,VDC,--------,---
349,2023/05/04 00:38:56.2,+03.00340,VDC,--------,---
350,2023/05/04 00:38:56.2,+03.00340,VDC,--------,---
351,2023/05/04 00:38:56.3,+03.00339,VDC,--------,---
352,2023/05/04 00:38:56.3,+03.00337,VDC,--------,---
353,2023/05/04 00:38:56.3,+03.00336,VDC,--------,---
354,2023/05/04 00:38:56.4,+03.00337,VDC,--------,---
355,2023/05/04 00:38:56.4,+03.00337,VDC,--------,---
356,2023/05/04 00:38:56.4,+03.00337,VDC,--------,---
357,2023/05/04 00:38:56.5,+03.00336,VDC,--------,---
358,2023/05/04 00:38:56.5,+03.00334,VDC,--------,---
