Product,GWInstek,GDM9061,GEW921489,1.12,1.14
FileName,DMM DataLog-DMM DataLog-PIN7.csv_0.csv
Function(1ST),DC Voltage,100/s
Function(2ND),OFF,NONE
LogUnit,Auto
MathFunction,Off
Interval,00:00:00.032
Software,V1.06,20200921,Win 10 64bit 
==========
Index,Time,1ST Value,Unit1,2ND Value,Unit2
230,2023/05/04 00:40:49.4,+013.4833,mVDC,--------,---
231,2023/05/04 00:40:49.4,+013.4820,mVDC,--------,---
232,2023/05/04 00:40:49.5,+013.5266,mVDC,--------,---
233,2023/05/04 00:40:49.5,+013.4705,mVDC,--------,---
234,2023/05/04 00:40:49.5,+013.5355,mVDC,--------,---
235,2023/05/04 00:40:49.5,+013.4883,mVDC,--------,---
236,2023/05/04 00:40:49.6,+013.4870,mVDC,--------,---
237,2023/05/04 00:40:49.6,+013.5197,mVDC,--------,---
238,2023/05/04 00:40:49.6,+013.4453,mVDC,--------,---
239,2023/05/04 00:40:49.7,+013.5294,mVDC,--------,---
240,2023/05/04 00:40:49.7,+013.4736,mVDC,--------,---
241,2023/05/04 00:40:49.7,+013.4727,mVDC,--------,---
242,2023/05/04 00:40:49.8,+013.5281,mVDC,--------,---
243,2023/05/04 00:40:49.8,+013.4624,mVDC,--------,---
244,2023/05/04 00:40:49.8,+013.5363,mVDC,--------,---
245,2023/05/04 00:40:49.9,+013.4841,mVDC,--------,---
246,2023/05/04 00:40:49.9,+013.4643,mVDC,--------,---
247,2023/05/04 00:40:49.9,+013.5074,mVDC,--------,---
248,2023/05/04 00:40:50.0,+013.4460,mVDC,--------,---
249,2023/05/04 00:40:50.0,+013.5198,mVDC,--------,---
250,2023/05/04 00:40:50.0,+013.4856,mVDC,--------,---
251,2023/05/04 00:40:50.1,+013.4675,mVDC,--------,---
252,2023/05/04 00:40:50.1,+013.5325,mVDC,--------,---
253,2023/05/04 00:40:50.1,+013.4669,mVDC,--------,---
254,2023/05/04 00:40:50.2,+013.5277,mVDC,--------,---
255,2023/05/04 00:40:50.2,+013.4879,mVDC,--------,---
256,2023/05/04 00:40:50.2,+013.4596,mVDC,--------,---
257,2023/05/04 00:40:50.3,+013.5115,mVDC,--------,---
258,2023/05/04 00:40:50.3,+013.4443,mVDC,--------,---
