2 14.50 31.0 228882 32449 Extra
2 14.00 29.0 236502 23559 Extra
2 14.50 29.0 236502 32449 Extra
2 14.00 28.0 240312 23559 Extra
2 14.50 28.0 240312 32449 Extra
2 14.00 27.0 244122 23559 Extra
2 14.50 27.0 244122 32449 Extra
2 14.00 26.0 247932 23559 Extra
2 14.50 26.0 247932 32449 Extra
2 14.00 25.0 251742 23559 Extra
2 14.50 25.0 251742 32449 Extra
2 14.00 24.0 255552 23559 Extra
2 14.50 24.0 255552 32449 Extra
2 13.00 01.0 343182 5779 Extra
2 13.11 02.0 339372 7823 Extra
2 13.00 03.0 335562 5779 Extra
2 13.00 04.0 331752 5779 Extra
2 13.00 06.0 324132 5779 Extra
2 13.00 07.0 320322 5779 Extra
2 13.00 09.0 312702 5779 Extra
2 13.00 12.0 301272 5779 Extra
2 13.00 25.0 251742 5779 Extra
2 13.00 26.0 247932 5779 Extra
2 13.00 29.0 236502 5779 Extra
2 13.00 30.0 232692 5779 Extra
2 13.00 32.0 225072 5779 Extra
2 12.89 08.0 316512 3886 Extra
2 18.00 38.0 202212 94679 FIXTURE
2 18.00 39.0 198402 94679 FIXTURE
2 14.00 30.0 232692 23559 RX_LIN
2 18.00 43.0 183162 94679 SAFETY
2 18.00 44.0 179352 94679 SAFETY
2 17.50 29.0 236502 85789 TX_LIN
